gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	significance
PER1	738.7185205798	3.16655657830993	0.173494523750115	0.000000000000000000000000000000000000000000000000000000000000000000000000000142680125770709	0.00000000000000000000000000000000000000000000000000000000000000000000000011160756504731	Up
KLF15	533.032366879112	4.41603352290177	0.242612297632952	0.000000000000000000000000000000000000000000000000000000000000000000000000000228198225489722	0.000000000000000000000000000000000000000000000000000000000000000000000000169106895520805	Up
ADAM12	1040.85654638187	-1.79547846637664	0.098129232314948	0.000000000000000000000000000000000000000000000000000000000000000000000000000680361401147706	0.000000000000000000000000000000000000000000000000000000000000000000000000478974426407985	Down
KCTD12	2643.69535810912	-2.53455646697195	0.141430611311082	0.0000000000000000000000000000000000000000000000000000000000000000000000000995479513430127	0.0000000000000000000000000000000000000000000000000000000000000000000000667445311861723	Down
PRSS35	308.061354570301	-2.73892855327633	0.15393167814736	0.00000000000000000000000000000000000000000000000000000000000000000000000558021892868791	0.00000000000000000000000000000000000000000000000000000000000000000000357134011436026	Down
ACSS1	588.658718275903	1.86355778275351	0.110486928475611	0.0000000000000000000000000000000000000000000000000000000000000000456180782891415	0.0000000000000000000000000000000000000000000000000000000000000279261974917875	Up
CCDC69	2017.90843073235	2.88357496266758	0.174744778815222	0.00000000000000000000000000000000000000000000000000000000000000165165720696776	0.000000000000000000000000000000000000000000000000000000000000968972228087752	Up
CXCL12	27619.0183185161	-1.87897901638766	0.113320420751905	0.00000000000000000000000000000000000000000000000000000000000000280150907282856	0.00000000000000000000000000000000000000000000000000000000000157780990981704	Down
ADARB1	1857.40069525804	2.30121116227148	0.140271484762186	0.0000000000000000000000000000000000000000000000000000000000000316753921399105	0.0000000000000000000000000000000000000000000000000000000000171534431280746	Up
LHFPL2	1978.93307047715	-1.25106309073412	0.077240464549279	0.00000000000000000000000000000000000000000000000000000000000416255887640745	0.00000000000000000000000000000000000000000000000000000000217069736962285	Down
SOX4	1246.91613787493	-2.41091746209604	0.150239600193287	0.00000000000000000000000000000000000000000000000000000000000728501511823875	0.00000000000000000000000000000000000000000000000000000000366332188802863	Down
TRNP1	983.437252436765	1.95567377301424	0.122458711627645	0.0000000000000000000000000000000000000000000000000000000000747162364706198	0.0000000000000000000000000000000000000000000000000000000362760210174596	Up
STOM	13290.7867267085	1.40108744420402	0.0879493250488963	0.000000000000000000000000000000000000000000000000000000000201314037737545	0.0000000000000000000000000000000000000000000000000000000944833883781544	Up
CCKAR	1058.43547628	-2.20405827244581	0.138900510529383	0.000000000000000000000000000000000000000000000000000000000351887144474156	0.00000000000000000000000000000000000000000000000000000015982487078052	Down
ERRFI1	3089.29078661111	2.40718083027824	0.151885716819095	0.000000000000000000000000000000000000000000000000000000000527442985690937	0.000000000000000000000000000000000000000000000000000000232074913704012	Up
INHBB	406.809184352887	3.4114132064964	0.217791209068694	0.00000000000000000000000000000000000000000000000000000000336377467921573	0.00000000000000000000000000000000000000000000000000000143521052979871	Up
CDKN1A	7875.766042032	-1.01871873353637	0.0650140236534996	0.0000000000000000000000000000000000000000000000000000000265047417890204	0.0000000000000000000000000000000000000000000000000000109760813055708	Down
TEX2	3551.06443751481	1.43868628366227	0.0921252540832454	0.0000000000000000000000000000000000000000000000000000000352372691040264	0.0000000000000000000000000000000000000000000000000000141754499709912	Up
PTX3	9663.56391909869	2.20948727567381	0.142552578487695	0.0000000000000000000000000000000000000000000000000000000580619768532882	0.0000000000000000000000000000000000000000000000000000227086842803971	Up
WNT2	328.63899013285	-3.04317439162016	0.197583074822146	0.000000000000000000000000000000000000000000000000000000675592052488769	0.000000000000000000000000000000000000000000000000000257090164838969	Down
NNMT	7087.84983527273	2.16052431806003	0.14161311911201	0.00000000000000000000000000000000000000000000000000000234414707701526	0.000000000000000000000000000000000000000000000000000868568180115126	Up
TJP2	5176.27146452492	1.92105926294046	0.126271704043551	0.00000000000000000000000000000000000000000000000000000825633586788542	0.00000000000000000000000000000000000000000000000000298074894922633	Up
MT1X	164.65177542691	3.24035028654345	0.213197645889308	0.0000000000000000000000000000000000000000000000000000222051894288818	0.00000000000000000000000000000000000000000000000000781622667896639	Up
RASL11A	909.50230973041	2.25370943731967	0.148967484578243	0.0000000000000000000000000000000000000000000000000000255382365668763	0.00000000000000000000000000000000000000000000000000877020416735654	Up
TSC22D1	5138.57885685249	1.18430890687956	0.0779420808397303	0.0000000000000000000000000000000000000000000000000000310986380624667	0.0000000000000000000000000000000000000000000000000104254481885603	Up
COL1A1	96659.5104327986	-1.30936341712567	0.086817778121509	0.000000000000000000000000000000000000000000000000000135908689939481	0.0000000000000000000000000000000000000000000000000445021942871604	Down
PHC2	2718.629638918	1.37321582016637	0.0911649701251272	0.000000000000000000000000000000000000000000000000000157087469043921	0.0000000000000000000000000000000000000000000000000502679900940548	Up
TIMP4	178.739274250301	2.81967201350705	0.189142354565011	0.00000000000000000000000000000000000000000000000000157753111522559	0.000000000000000000000000000000000000000000000000493591957830585	Up
C14orf132	4566.80173073665	-1.15634374341809	0.0778224113531671	0.00000000000000000000000000000000000000000000000000641655302454617	0.0000000000000000000000000000000000000000000000019640231866437	Down
FSTL3	1748.71066315865	1.79235600553004	0.12132630270055	0.00000000000000000000000000000000000000000000000000764289493217028	0.00000000000000000000000000000000000000000000000228961618393527	Up
DNM1	614.257882271091	-1.69289095031	0.11563839131928	0.000000000000000000000000000000000000000000000000101072417624899	0.0000000000000000000000000000000000000000000000296479091699704	Down
TCEAL4	2952.21679539196	1.51989325314415	0.104244129284804	0.000000000000000000000000000000000000000000000000295861087677661	0.0000000000000000000000000000000000000000000000850147778469688	Up
INPP5A	1348.96953970396	1.34997922870026	0.0930011416758371	0.000000000000000000000000000000000000000000000000701696517202072	0.000000000000000000000000000000000000000000000193723273768729	Up
UNC84B	3799.10277949082	1.83681784721773	0.126957726517149	0.00000000000000000000000000000000000000000000000069045650307306	0.000000000000000000000000000000000000000000000193723273768729	Up
SLC6A6	730.812488194125	-2.11266762471134	0.147106679405167	0.00000000000000000000000000000000000000000000000278469111010608	0.00000000000000000000000000000000000000000000075400866981334	Down
LAMA2	17491.8049359258	2.00535316026269	0.140006035603827	0.0000000000000000000000000000000000000000000000047552290393515	0.00000000000000000000000000000000000000000000126327594102017	Up
COL11A1	347.423923207148	2.37781993720835	0.166362806378102	0.00000000000000000000000000000000000000000000000834503260700197	0.00000000000000000000000000000000000000000000217588998345533	Up
ADAMTS14	694.744828620414	-2.50083969581878	0.178513039796676	0.000000000000000000000000000000000000000000000142724518850112	0.0000000000000000000000000000000000000000000365374768256287	Down
LMOD1	6682.59193322088	1.13211029105087	0.0800705421020152	0.000000000000000000000000000000000000000000000189969966836094	0.0000000000000000000000000000000000000000000477638773759323	Up
HSPA2	436.505259968094	2.39915730414265	0.17084868504349	0.000000000000000000000000000000000000000000000268334502977149	0.0000000000000000000000000000000000000000000662833298582151	Up
ANXA4	4560.01218372587	1.17808061817362	0.083896584560905	0.000000000000000000000000000000000000000000000466463064029019	0.000000000000000000000000000000000000000000113237930026355	Up
PLXNA4	811.909524246863	2.72278564181579	0.195908256685382	0.000000000000000000000000000000000000000000000704315236111524	0.000000000000000000000000000000000000000000168080652956784	Up
RAB11FIP1	1614.44613351252	1.51521537759875	0.108137673620439	0.000000000000000000000000000000000000000000000764454864740015	0.000000000000000000000000000000000000000000179392074925657	Up
STEAP1	1789.79850562767	1.57397061626352	0.112927958609252	0.00000000000000000000000000000000000000000000259004499252026	0.000000000000000000000000000000000000000000597833335978447	Up
SPON1	1634.7282001786	1.92347711303096	0.138781164758366	0.00000000000000000000000000000000000000000000300664780731563	0.000000000000000000000000000000000000000000682800018177485	Up
VGLL3	12524.9853524472	1.34098549935906	0.0968210881315892	0.0000000000000000000000000000000000000000000048495114844782	0.00000000000000000000000000000000000000000108382732859449	Up
MEST	913.000276093672	-1.86047869707704	0.1347175933638	0.00000000000000000000000000000000000000000000663131160710769	0.00000000000000000000000000000000000000000145888855356369	Down
PPAP2B	25090.6741753951	-1.00296981340519	0.0722471766349858	0.00000000000000000000000000000000000000000000999334108525303	0.00000000000000000000000000000000000000000216471142277481	Down
IGDCC4	356.27851152643	-2.17013303017333	0.157462653222586	0.000000000000000000000000000000000000000000013796431764023	0.0000000000000000000000000000000000000000029432387763249	Down
TMEM47	12329.6249945981	1.14841501335548	0.083341889565536	0.0000000000000000000000000000000000000000000290724541701444	0.00000000000000000000000000000000000000000610955454799453	Up
SLC6A9	215.649285626339	-2.19873037012134	0.16144813398468	0.000000000000000000000000000000000000000000175806197622377	0.0000000000000000000000000000000000000000364022244488687	Down
HIF3A	171.784431342206	2.56364916270147	0.188199471669732	0.000000000000000000000000000000000000000000199889249422745	0.0000000000000000000000000000000000000000407889946648152	Up
FAM171B	831.626124057667	-1.41253516357404	0.104849931334299	0.00000000000000000000000000000000000000000178216430055287	0.000000000000000000000000000000000000000358469619311205	Down
FAM107A	155.198847446435	4.86498513319688	0.362671729488586	0.00000000000000000000000000000000000000000349855585041658	0.000000000000000000000000000000000000000693798117941768	Up
TBX18	2015.93136042675	-1.8640002455326	0.139980213547791	0.00000000000000000000000000000000000000000537542011056708	0.00000000000000000000000000000000000000105119326606645	Down
CDC42EP3	1143.90085044646	1.43168271850337	0.107578032118667	0.0000000000000000000000000000000000000000130938612987882	0.00000000000000000000000000000000000000252550091899914	Up
CRISPLD2	3017.51923555445	2.58542999162076	0.197281242856198	0.0000000000000000000000000000000000000000156352246297051	0.00000000000000000000000000000000000000297491841603038	Up
NOV	430.7060978684	-2.51958560120405	0.191109185035474	0.0000000000000000000000000000000000000000176763406699134	0.00000000000000000000000000000000000000331843835509841	Down
LOC100127984	2773.1537303922	0.949931140493502	0.071408677055752	0.000000000000000000000000000000000000000019525465597743	0.00000000000000000000000000000000000000361734941600292	NS
GDF15	422.22650810624	-1.83313578191184	0.139052868893069	0.0000000000000000000000000000000000000000509876080505629	0.00000000000000000000000000000000000000932344832924578	Down
KCNK6	485.048756987254	2.65136945051762	0.203130358996451	0.000000000000000000000000000000000000000093164061138288	0.0000000000000000000000000000000000000168173074465012	Up
ACSL1	1414.06839539398	1.58036261836707	0.120746396098649	0.000000000000000000000000000000000000000201198297224441	0.000000000000000000000000000000000000035859139555951	Up
CEBPD	1874.82975364689	1.4661152240405	0.112567762348074	0.000000000000000000000000000000000000000374610970755514	0.0000000000000000000000000000000000000659315308529704	Up
ENDOD1	2010.90845894998	1.89162271728584	0.147155968499842	0.00000000000000000000000000000000000000220706331253425	0.000000000000000000000000000000000000383647548647928	Up
MT1E	525.454675208225	2.18753489358672	0.170755924983792	0.00000000000000000000000000000000000000317540862788145	0.000000000000000000000000000000000000545240896104521	Up
AMOT	364.370975454843	-2.34724211868368	0.18339292743581	0.00000000000000000000000000000000000000405410170216218	0.000000000000000000000000000000000000687731951402934	Down
DAAM2	2385.8034951457	1.67616670898389	0.13096366325232	0.00000000000000000000000000000000000000562612394946052	0.000000000000000000000000000000000000943045538195288	Up
MXRA5	4741.79686578654	-1.3218298328838	0.103168307116225	0.00000000000000000000000000000000000000653534172566899	0.00000000000000000000000000000000000108256013526376	Down
ZBTB16	349.387792359718	7.25319869653966	0.574194241281944	0.0000000000000000000000000000000000000122580468436246	0.00000000000000000000000000000000000200689883207249	Up
COL7A1	1363.01848036326	1.22140460590587	0.0958623708027299	0.0000000000000000000000000000000000000231975691448305	0.0000000000000000000000000000000000037542732593013	Up
SLC7A14	261.451709621232	-2.90581670138008	0.230772169618935	0.0000000000000000000000000000000000000546333396506789	0.00000000000000000000000000000000000874133434410862	Down
TRPC6	620.448087340905	1.94128379427939	0.155401620396877	0.00000000000000000000000000000000000017932139848721	0.0000000000000000000000000000000000283690482101114	Up
IRS2	2093.21323184834	2.08305469356885	0.167035184562798	0.000000000000000000000000000000000000186563288632588	0.0000000000000000000000000000000000291867900438538	Up
PPP1R14A	194.466624275026	3.04673999661845	0.244684389058827	0.000000000000000000000000000000000000204337377633997	0.0000000000000000000000000000000000316161568910624	Up
PDE5A	7318.44423189925	-1.17550192427865	0.0935333795585347	0.000000000000000000000000000000000000209871612395751	0.0000000000000000000000000000000000321194815492628	Down
C3orf64	1455.86969647254	1.25922978997166	0.100531489530031	0.000000000000000000000000000000000000409819020906965	0.0000000000000000000000000000000000620457184340867	Up
LMCD1	3413.38228559636	1.57237613809767	0.127278425969353	0.00000000000000000000000000000000000183426280702692	0.000000000000000000000000000000000274749152371691	Up
IMPA2	532.554711996675	2.27085427039409	0.184709010787405	0.00000000000000000000000000000000000203608457929852	0.000000000000000000000000000000000301769167121297	Up
ZHX3	3347.16392381291	1.10523929531445	0.0896684237488885	0.00000000000000000000000000000000000206586383251626	0.000000000000000000000000000000000302993362102385	Up
METTL7A	3803.39047438643	2.20663041197044	0.180506291839193	0.00000000000000000000000000000000000269933349855183	0.000000000000000000000000000000000391820779995977	Up
FOXO1	669.553754924983	2.19139769466637	0.179245369557333	0.00000000000000000000000000000000000460714017754902	0.000000000000000000000000000000000661923813264186	Up
RAI2	926.795840441894	1.39457618060562	0.113380376654585	0.00000000000000000000000000000000000648230351840284	0.000000000000000000000000000000000921927611506182	Up
DSTN	14191.8225113632	0.902012709542201	0.0731892891728154	0.00000000000000000000000000000000000835655748172125	0.00000000000000000000000000000000117660329342635	NS
PRKAG2	920.382060770245	1.57522961686916	0.129203782584718	0.00000000000000000000000000000000001450613068675	0.00000000000000000000000000000000202224079276673	Up
CTSC	3968.73408203316	0.989148250848851	0.0813114557517976	0.00000000000000000000000000000000004756591790942	0.00000000000000000000000000000000656596200161405	NS
PDLIM5	1287.30814734453	1.57229776734491	0.129980000714861	0.0000000000000000000000000000000000529622576217878	0.0000000000000000000000000000000072398891972308	Up
MORF4L2	4853.36539651833	0.986636647365624	0.0817909595318502	0.000000000000000000000000000000000185468202044724	0.0000000000000000000000000000000251095411999011	NS
TGFBR2	13034.957468047	1.42426668848659	0.118852835546862	0.000000000000000000000000000000000212264652416461	0.0000000000000000000000000000000284636791049883	Up
PHLDA1	2786.68240454851	-1.09630855948878	0.0913255726276295	0.000000000000000000000000000000000273105028859113	0.0000000000000000000000000000000362765925126067	Down
USP53	7976.13972424425	2.09418780870792	0.176745130434678	0.000000000000000000000000000000000278934976130944	0.0000000000000000000000000000000367047146161093	Up
FST	1705.49410494871	-1.58179000445243	0.132620317396933	0.000000000000000000000000000000000314028395395108	0.0000000000000000000000000000000409399982144734	Down
KLF9	1672.22556769523	2.04454412574583	0.172324440195497	0.000000000000000000000000000000000337097306835313	0.0000000000000000000000000000000435443126627634	Up
C4orf18	7150.08887660979	1.06162736246622	0.0894708749914493	0.000000000000000000000000000000000865141594805517	0.000000000000000000000000000000110738124135106	Up
GLT8D4	389.01505549281	-1.54733373930212	0.130281775468642	0.00000000000000000000000000000000112388691671973	0.000000000000000000000000000000142561511598322	Down
ALDH1A3	1521.40673580136	-1.05389036923578	0.0886118891830712	0.00000000000000000000000000000000121199442750562	0.000000000000000000000000000000152365013743564	Down
GPM6B	793.995336822099	2.4927606647725	0.212622817657306	0.00000000000000000000000000000000141150201719189	0.000000000000000000000000000000175875649575769	Up
CBS	735.065160816377	1.21519089077101	0.102654504467407	0.00000000000000000000000000000000184990694192803	0.000000000000000000000000000000228479734581989	Up
PHF17	1704.34598145922	1.18544296569953	0.100671027513118	0.0000000000000000000000000000000030852960352852	0.000000000000000000000000000000377747549363614	Up
FER1L6	243.336077541045	-2.99276848312879	0.256940059893275	0.0000000000000000000000000000000076977433790094	0.000000000000000000000000000000934346782555624	Down
NR4A3	211.791214175603	2.05456578492571	0.176302307895484	0.0000000000000000000000000000000115518971672748	0.00000000000000000000000000000139017702662589	Up
C1QTNF1	970.247919518259	1.2159324297738	0.104098496182898	0.0000000000000000000000000000000118683764278585	0.00000000000000000000000000000141615881444278	Up
RAP2B	615.355367819855	-1.26269567500251	0.109163733781625	0.000000000000000000000000000000047055191394677	0.00000000000000000000000000000556753861207607	Down
TCEAL3	947.832743295786	1.01942123028509	0.0883225535704377	0.0000000000000000000000000000000887232308549912	0.000000000000000000000000000010410192420319	Up
HPS5	963.205647667041	1.55877685136997	0.136611988730006	0.000000000000000000000000000000157115340128177	0.0000000000000000000000000000182825123058242	Up
ITGA11	1072.03646777223	-1.7169855621175	0.151545386697444	0.000000000000000000000000000000334990038335515	0.000000000000000000000000000038661145407902	Down
KIAA1305	1577.33090791727	-1.15283313670041	0.101225340290064	0.000000000000000000000000000000352869778954909	0.0000000000000000000000000000403935486803668	Down
TSLP	149.852314252635	-2.76074488378868	0.243775618239209	0.000000000000000000000000000000458046461277718	0.0000000000000000000000000000520104368934699	Down
MARCKS	5532.37136750667	-1.18426402879422	0.104869916252147	0.000000000000000000000000000000631561329455544	0.0000000000000000000000000000711390681498725	Down
ADRA1B	204.142368248848	3.91829378088738	0.359952420752954	0.000000000000000000000000000000853609772014759	0.0000000000000000000000000000953875046822842	Up
SQRDL	2277.66811881078	0.994193375714222	0.0879535915751391	0.0000000000000000000000000000012221907313454	0.000000000000000000000000000135499570845222	NS
AP1M1	2068.32660741246	1.05163806565222	0.0932565202244885	0.00000000000000000000000000000146479629927479	0.000000000000000000000000000161127592920226	Up
IGFBP2	1829.90383482473	2.16228542110994	0.195014640070801	0.00000000000000000000000000000166280522579057	0.000000000000000000000000000181490678907994	Up
CYTH3	3634.12368157754	1.14952502584684	0.102891336116401	0.00000000000000000000000000000183141259516346	0.000000000000000000000000000198356071845396	Up
ITIH5	13408.3935177127	-0.956195724163252	0.0849367014923322	0.00000000000000000000000000000240657289224888	0.000000000000000000000000000258660658953163	NS
FZD8	118.03101685598	2.36714472376959	0.211482056482445	0.00000000000000000000000000000250231364362518	0.000000000000000000000000000266913455320019	Up
MFAP4	26533.7451132696	-0.96292564535403	0.0857761393434154	0.00000000000000000000000000000314334132434491	0.000000000000000000000000000332768765765236	NS
CDV3	4760.13545581925	0.741930469778155	0.066159108764666	0.00000000000000000000000000000594688070175594	0.000000000000000000000000000624866270751669	NS
ARHGEF2	1902.92387365944	-1.00628364968339	0.0913361366369648	0.0000000000000000000000000000258107082014998	0.00000000000000000000000000267216743733174	Down
CRABP2	1463.58243954763	-1.63399071657363	0.149436113179145	0.0000000000000000000000000000257870688539305	0.00000000000000000000000000267216743733174	Down
CITED2	7296.98360429459	1.51165297055392	0.138502220599231	0.0000000000000000000000000000432645312085064	0.00000000000000000000000000444645693004212	Up
MFGE8	8476.57048813117	1.04136424795386	0.0949923790198971	0.0000000000000000000000000000517375394712148	0.00000000000000000000000000527872866488916	Up
EPHB2	346.463861140688	-1.7756185275846	0.163484019196494	0.0000000000000000000000000000807425753785362	0.00000000000000000000000000817881626855964	Down
TMEM119	2819.71463480262	-1.17028836381417	0.107990507148194	0.000000000000000000000000000145173796204042	0.000000000000000000000000014600336075378	Down
FAM46A	509.505262656519	-1.19185421992731	0.109851572555919	0.000000000000000000000000000165145476618714	0.0000000000000000000000000163791800568205	Down
FBN2	15391.1794539586	1.86832936282244	0.175161243170873	0.000000000000000000000000000165187753413956	0.0000000000000000000000000163791800568205	Up
ATF3	357.410347273535	1.85656969569645	0.172060520748296	0.000000000000000000000000000174901640400182	0.0000000000000000000000000172210845932487	Up
LRRC17	1189.93235883016	-2.37653598217453	0.2239432347356	0.000000000000000000000000000178764393221065	0.0000000000000000000000000174791851149486	Down
GGT5	450.73776751211	2.26235033857742	0.211675326704375	0.000000000000000000000000000217227284075148	0.0000000000000000000000000210935183432971	Up
PRKAA1	2310.94318386289	0.857964524259694	0.0793189112519735	0.000000000000000000000000000369852628772183	0.0000000000000000000000000356679795418654	NS
ARMC8	838.885343012748	1.26723676486124	0.117839835743784	0.000000000000000000000000000416326682487851	0.0000000000000000000000000398767325811492	Up
PNPLA2	2240.97110284652	1.04025159486416	0.0968653447940625	0.000000000000000000000000000596695752586797	0.0000000000000000000000000567667310569061	Up
CORO6	1044.81034219914	2.21281544886041	0.210817311319611	0.000000000000000000000000000920723910996482	0.0000000000000000000000000870053199116138	Up
MGAT1	5106.66135679292	0.849942928362384	0.079582570786689	0.00000000000000000000000000179620774789719	0.00000000000000000000000016860403393595	NS
FKBP5	2512.70161249354	3.96195684759835	0.385735480007774	0.00000000000000000000000000199592512763562	0.000000000000000000000000186110104616619	Up
TUBA1A	8592.96923423677	-1.28854700711303	0.122533101262446	0.00000000000000000000000000398797200824397	0.000000000000000000000000369412143921547	Down
BNC2	2658.51893471617	-0.858302058694021	0.0813517654295528	0.00000000000000000000000000448958799767912	0.000000000000000000000000413159470636091	NS
MST150	1097.88020496146	1.22582686073478	0.116737330895707	0.00000000000000000000000000524772956525162	0.000000000000000000000000479792417394434	Up
QPRT	579.446811223995	-1.15548468655941	0.109830705295672	0.00000000000000000000000000539530276282661	0.000000000000000000000000490102341294185	Down
DHRS3	3470.25149707898	1.07300932504531	0.102052157603658	0.00000000000000000000000000625342397150611	0.000000000000000000000000564411599479526	Up
RGMB	2775.07846646717	-0.972460318158148	0.0930074986870647	0.0000000000000000000000000119365699857983	0.00000000000000000000000107048984331235	NS
AGTRAP	683.755670698954	1.07714267971558	0.10335257596699	0.0000000000000000000000000180629987049514	0.00000000000000000000000160966469471972	Up
ABAT	507.04219638731	1.12010088507674	0.107454504416959	0.000000000000000000000000019385710634819	0.00000000000000000000000171667173420284	Up
SCD	1408.25969357314	-1.96662811835365	0.192698176504788	0.0000000000000000000000000293436074093881	0.00000000000000000000000258223745202615	Down
ANXA6	13440.1542437238	0.892742134444211	0.0861739401781113	0.0000000000000000000000000426927220564188	0.0000000000000000000000037336243885365	NS
MBNL1	5830.88223915874	0.832956301261426	0.0803560083109873	0.0000000000000000000000000455434352099243	0.00000000000000000000000395834301083787	NS
AIF1L	91.431877780887	-2.6385344347703	0.258198626085779	0.000000000000000000000000104749838155639	0.00000000000000000000000904832957810676	Down
CDIPT	3191.98344523215	0.802538721745092	0.0779784699911172	0.000000000000000000000000106663098967808	0.00000000000000000000000915741727723623	NS
PHGDH	1198.95010617058	-1.39943461917824	0.137385358643699	0.000000000000000000000000137524989674729	0.0000000000000000000000117354657855769	Down
TSPAN11	257.496328100168	-1.44633457047997	0.141803653732937	0.000000000000000000000000139384597624412	0.0000000000000000000000118225008105525	Down
C9orf3	385.301138722918	1.17766145636987	0.115195371927615	0.000000000000000000000000150013563156422	0.0000000000000000000000126478501152241	Up
ABCC9	832.062934369622	1.01088158707469	0.0990897192343358	0.00000000000000000000000020103894928519	0.0000000000000000000000168489786067588	Up
COL4A1	2210.85004173627	1.26468884545407	0.125309868065982	0.000000000000000000000000291471095542631	0.0000000000000000000000242835090250902	Up
ABLIM1	802.152466163213	1.38946036602756	0.13834238593524	0.000000000000000000000000484686421473841	0.0000000000000000000000401434400844216	Up
PREB	1606.37978721323	1.08599868523904	0.108190989133617	0.000000000000000000000000531136590053747	0.0000000000000000000000437333519763553	Up
APBB2	2189.82818507678	1.06638740083407	0.106298811036761	0.000000000000000000000000562966002782928	0.0000000000000000000000460846588324629	Up
IGSF10	6239.85346278893	-1.14463486601945	0.114637376844308	0.00000000000000000000000079875537836885	0.0000000000000000000000647841946721683	Down
NR3C1	2798.68480029391	-0.979068178216893	0.0973944006104304	0.000000000000000000000000800600133022535	0.0000000000000000000000647841946721683	NS
GALNTL2	13440.8737532502	1.579512009445	0.159242547585347	0.000000000000000000000000900697492149752	0.0000000000000000000000724675467969629	Up
RHOBTB3	14895.1086512532	1.02201779763994	0.102013901355941	0.0000000000000000000000010568266118068	0.0000000000000000000000845461289445436	Up
SGCD	2107.55281810147	-1.13080182492257	0.113633881420388	0.00000000000000000000000148809526860863	0.000000000000000000000118375036056551	Down
OMD	294.446186754107	1.76807650963378	0.178758703154807	0.00000000000000000000000187366241881979	0.000000000000000000000148208802567318	Up
